Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
1228.61,4,20.0,0,4,0,4,10,1,0
2524.1000000000004,2,0.0,1,0,3,69,6,4,0
2500.56,0,8.0,1,6,3,3,2,4,0
796.01,3,22.0,2,7,4,110,8,3,0
4770.0,3,1.0,0,4,2,115,6,4,0
812.18,0,15.0,1,4,0,69,2,0,0
3808.31,3,5.0,0,3,0,54,6,1,0
1710.43,0,22.0,1,7,4,48,10,2,0
2870.74,1,6.0,0,3,2,74,2,1,0
240.63,1,15.0,1,4,0,28,11,1,0
1029.03,4,16.0,0,1,0,48,8,1,0
2224.73,2,13.0,0,1,2,37,3,3,0
3387.57,2,12.0,1,2,4,24,11,3,0
3888.92,3,14.0,3,7,0,29,13,4,0
155.55,3,9.0,2,3,0,77,8,0,0
766.69,4,3.0,0,2,0,26,14,0,0
3650.31,2,5.0,1,3,3,11,6,4,0
4066.21,1,9.0,2,7,3,105,4,0,0
1186.67,1,20.0,0,7,1,17,8,0,0
1152.12,0,5.0,1,5,1,34,1,4,0
444.71,1,23.0,1,0,4,116,8,1,0
755.72,2,12.0,0,7,3,73,1,4,0
45.04,0,17.0,2,4,1,4,1,0,0
2951.21,3,11.0,0,1,0,85,1,3,0
4519.94,4,5.0,0,4,3,109,4,4,0
2524.1000000000004,2,12.0,2,3,3,104,12,0,0
3758.46,1,22.0,1,5,2,95,4,4,0
2524.1000000000004,0,9.0,2,7,0,2,7,4,0
4699.91,1,13.0,0,7,4,8,8,4,0
3991.62,3,7.0,3,4,1,85,1,0,0
4264.38,1,13.0,1,0,0,87,7,0,0
3197.52,1,9.0,0,7,2,3,1,1,0
4057.62,4,8.0,2,3,4,19,5,0,0
1757.59,1,21.0,1,3,1,96,2,0,0
1049.04,4,3.0,0,4,4,53,8,4,0
4563.04,0,14.0,2,0,0,2,11,4,0
3673.01,3,16.0,0,5,0,46,14,3,0
458.06,4,17.0,1,6,0,74,5,0,0
4335.21,1,1.0,0,2,3,53,13,0,0
1747.78,0,14.0,1,1,4,20,4,3,0
1494.9,4,7.0,1,2,2,21,14,1,0
2524.1000000000004,4,4.0,0,7,4,96,1,1,0
2845.15,0,16.0,1,3,0,18,11,1,0
2693.59,3,13.0,0,4,4,112,14,3,0
1278.11,0,8.0,1,1,3,25,8,0,0
4799.07,3,6.0,0,5,0,19,3,1,0
4750.85,3,14.0,1,4,0,112,14,0,0
25.79,1,18.0,2,5,0,56,8,1,0
1692.45,4,12.0,1,0,2,2,7,1,0
232.52,0,17.0,0,1,1,105,3,0,0
4251.99,3,21.0,2,0,2,33,13,0,0
4433.16,0,13.0,2,0,4,2,2,4,0
2593.9,4,0.0,2,1,2,71,7,0,0
4199.19,0,5.0,2,0,1,57,8,3,0
3518.28,2,5.0,0,7,1,99,9,4,0
2500.37,0,3.0,1,2,2,48,10,1,0
1822.24,3,11.0,2,2,3,101,6,3,0
1334.79,1,17.0,2,0,1,20,1,0,0
1300.85,2,2.0,0,4,4,10,1,4,0
2812.51,1,15.0,2,5,1,83,3,0,0
838.21,1,4.0,0,2,3,59,4,3,0
878.09,4,3.0,2,6,3,73,5,3,0
56.91,1,4.0,2,5,0,53,8,4,0
3068.57,1,10.0,0,7,0,89,12,1,0
4971.75,0,15.0,1,2,0,98,12,4,0
4446.65,2,22.0,0,7,2,99,10,4,1
3529.92,2,12.0,2,0,1,100,5,1,0
3928.7,0,3.0,1,0,4,42,8,4,0
2087.18,3,20.0,2,0,0,66,4,4,0
1493.91,2,1.0,1,6,1,3,5,2,0
1846.3,2,17.0,0,0,2,12,1,4,0
411.7,2,11.0,2,0,3,66,13,0,0
2524.1000000000004,4,6.0,2,1,1,102,11,4,0
878.45,2,11.0,2,6,3,111,6,0,0
3815.58,3,19.0,2,2,1,70,2,0,0
953.93,2,12.0,0,3,4,88,8,3,0
1144.48,3,12.0,0,2,1,89,5,3,0
4786.74,2,12.0,1,4,4,24,9,4,0
531.45,3,4.0,1,1,0,21,8,2,0
2496.72,0,7.0,0,0,3,61,1,0,0
318.12,2,23.0,2,3,3,86,3,1,0
456.5,3,18.0,1,4,1,113,12,4,0
3169.33,4,21.0,2,2,0,13,7,3,0
3155.48,4,17.0,1,4,0,85,10,1,0
969.64,0,10.0,3,5,1,49,12,4,1
4363.07,1,5.0,1,5,2,18,13,4,0
3512.42,4,14.0,2,6,2,114,1,3,0
1506.55,2,5.0,2,6,0,20,2,4,0
1245.69,0,4.0,2,0,4,4,4,0,0
3772.65,3,17.0,2,0,1,99,10,1,0
3669.45,3,1.0,2,6,1,6,8,4,0
748.42,3,0.0,0,4,2,110,7,1,0
1749.19,3,8.0,1,6,2,119,11,0,0
1087.3,2,0.0,2,5,1,119,4,0,0
1474.25,4,8.0,0,1,4,99,12,1,0
1441.38,3,16.0,0,1,0,11,12,3,0
4880.24,2,20.0,3,0,3,116,12,3,0
3752.31,0,3.0,0,7,4,13,11,0,0
3901.36,2,15.0,1,1,4,15,7,3,0
1390.73,0,2.0,0,3,4,94,12,3,0
7.63,4,7.0,2,4,0,96,3,1,0
295.49,3,15.0,0,4,1,15,12,1,0
49997.8,1,20.0,2,5,1,119,1,3,0
1430.98,0,10.0,1,5,4,91,11,4,0
968.81,1,6.0,1,6,4,70,3,3,0
252.96,2,21.0,1,5,4,18,8,4,0
4380.03,2,8.0,1,2,1,43,4,1,0
3002.64,1,12.0,0,0,0,72,13,1,0
541.33,4,5.0,0,0,3,115,11,0,0
3833.19,3,13.0,2,0,1,83,5,3,0
3780.35,2,13.0,1,4,4,50,11,0,0
1450.57,1,23.0,1,2,2,106,11,3,0
946.19,1,9.0,1,2,4,84,11,4,0
4070.84,0,21.0,1,2,4,19,3,0,0
1651.18,1,12.0,1,5,1,51,9,4,0
4237.9,1,8.0,0,0,3,47,6,4,0
223.04,0,22.0,2,1,3,112,4,4,0
2498.95,0,6.0,2,1,3,113,11,4,0
902.08,2,4.0,1,0,4,5,12,4,0
3361.86,4,21.0,2,1,2,3,2,0,0
4986.08,2,2.0,2,3,3,102,14,4,0
2065.49,4,6.0,1,4,2,102,14,4,0
506.05,3,21.0,0,2,3,89,11,4,0
1591.78,0,23.0,3,3,4,34,12,3,0
4458.07,2,1.0,1,2,4,104,12,3,0
3829.98,0,12.0,2,3,1,85,2,2,0
1164.9,0,7.0,1,3,4,3,5,4,0
4768.23,4,10.0,1,0,2,58,13,0,0
3112.83,1,7.0,1,6,1,98,11,3,1
844.41,1,14.0,2,5,0,63,5,1,0
2863.75,0,12.0,0,7,3,54,2,1,0
2259.13,2,13.0,1,1,2,81,1,1,0
4099.39,2,1.0,0,7,4,73,2,0,0
1724.08,4,23.0,0,2,0,119,7,1,0
4375.52,3,7.0,0,5,3,9,4,1,0
4060.79,2,23.0,1,5,3,35,1,1,0
3374.64,3,10.0,2,0,3,118,13,0,0
1296.74,0,2.0,0,5,4,93,12,4,0
4851.8,4,0.0,2,3,3,19,7,4,0
2745.59,4,9.0,2,3,0,106,5,0,0
4538.03,0,12.0,1,1,2,44,12,4,0
1082.57,0,12.0,1,4,0,16,14,0,0
4916.97,3,12.0,2,6,2,88,1,0,0
4081.22,2,12.0,0,3,0,56,1,1,0
4746.39,2,18.0,2,1,1,1,9,1,0
1065.77,1,10.0,1,0,2,71,4,4,0
2156.14,3,0.0,0,0,4,53,8,0,0
492.68,4,12.0,0,6,0,53,11,0,0
689.16,3,1.0,0,4,0,57,10,0,0
1423.37,3,14.0,1,0,1,52,8,4,0
4758.37,0,7.0,2,4,4,35,4,1,0
3337.62,0,12.0,1,0,4,85,6,4,0
1576.59,0,1.0,0,2,1,95,8,1,0
2524.1000000000004,0,23.0,1,5,3,26,6,1,0
3699.96,0,20.0,2,5,2,27,4,3,0
4535.36,3,0.0,2,2,3,44,7,1,0
4636.47,0,4.0,2,5,4,107,4,1,0
3755.09,2,8.0,0,0,1,64,12,1,0
1219.45,2,8.0,0,3,2,102,3,3,0
2524.1000000000004,1,20.0,0,7,1,49,9,1,1
1628.83,2,18.0,0,0,2,115,9,4,0
3360.17,1,11.0,0,0,1,10,8,1,0
4224.83,2,8.0,1,2,4,33,9,3,0
879.88,4,1.0,0,1,3,48,3,0,0
2524.1000000000004,1,7.0,2,5,4,45,13,1,0
1878.99,3,23.0,0,4,0,118,8,0,0
2524.1000000000004,0,10.0,0,2,3,57,14,3,0
63.8,1,9.0,1,1,2,1,10,0,0
4360.51,2,22.0,2,7,4,118,11,1,0
683.73,3,14.0,0,6,2,27,10,0,0
4391.2,2,4.0,1,0,4,106,4,4,0
3005.45,3,15.0,2,7,0,57,1,4,0
49997.8,2,10.0,0,0,4,39,7,1,0
4144.12,0,12.0,2,1,2,38,10,0,0
2549.66,4,5.0,2,6,0,18,3,1,0
2524.1000000000004,2,22.0,1,0,1,45,4,3,0
698.34,2,3.0,2,4,4,24,10,3,0
2854.22,1,12.0,2,3,3,75,7,2,0
2768.07,0,23.0,2,5,3,42,2,3,0
1473.01,3,10.0,2,4,4,71,6,1,0
3002.28,1,14.0,1,5,3,11,12,3,0
2199.64,0,12.0,1,3,0,57,4,0,0
4028.62,0,21.0,2,0,2,13,10,1,0
2799.63,1,14.0,0,0,2,36,12,0,0
4668.72,3,2.0,0,2,2,95,5,0,0
2592.32,4,20.0,2,1,0,15,12,4,0
2524.1000000000004,1,20.0,2,7,0,86,4,1,0
2605.02,2,5.0,0,6,2,25,3,3,0
2792.38,4,14.0,1,0,3,106,1,3,0
1837.21,3,18.0,2,7,4,66,14,0,0
2003.84,3,18.0,3,7,4,55,6,1,0
4665.84,1,13.0,2,7,4,118,3,0,0
1120.3,1,8.0,0,0,1,113,6,4,0
611.68,4,13.0,0,1,1,6,14,4,0
4151.9,4,11.0,2,7,0,65,7,1,0
2886.67,2,20.0,0,0,0,41,9,0,0
1426.81,2,14.0,0,1,4,115,13,3,0
2164.84,2,21.0,1,3,4,52,12,4,0
2626.9,4,3.0,0,6,4,9,6,0,0
2962.74,0,22.0,1,5,4,78,8,0,1
4106.15,4,0.0,2,5,0,59,3,0,0
1974.79,2,15.0,2,1,2,9,11,4,0
3384.13,0,20.0,2,1,2,13,5,3,0
4174.66,2,21.0,3,5,4,98,4,4,0
4219.65,0,6.0,2,3,4,16,10,2,0
1274.95,3,4.0,0,3,2,55,2,0,0
1754.11,4,23.0,3,6,0,64,9,0,0
2976.56,3,20.0,0,1,1,91,11,0,0
4429.43,1,1.0,0,7,2,58,4,3,1
2524.1000000000004,3,21.0,1,2,4,70,2,4,0
2921.89,3,5.0,2,5,1,15,7,4,1
4918.75,1,16.0,1,0,4,24,14,4,0
2197.74,4,2.0,0,0,3,114,12,3,0
4213.04,2,3.0,2,7,3,19,13,3,0
4093.01,4,13.0,2,0,3,116,14,1,0
4540.65,2,23.0,0,6,0,33,7,3,0
4938.45,1,15.0,1,5,3,18,4,0,0
2481.01,0,11.0,0,5,3,41,13,4,0
982.17,1,12.0,0,3,3,34,6,4,0
2307.17,4,4.0,1,0,4,30,5,1,0
4270.15,0,18.0,2,0,4,97,3,0,0
4181.35,1,1.0,1,7,1,108,2,0,0
1683.17,4,12.0,0,7,3,81,9,0,0
241.3,0,5.0,0,0,4,72,2,3,0
2551.66,4,16.0,2,2,0,36,9,3,0
2373.13,1,11.0,1,7,1,6,2,0,0
433.39,3,7.0,1,7,4,53,10,3,0
2524.1000000000004,3,12.0,1,5,3,26,1,3,0
2524.1000000000004,1,20.0,2,4,3,107,14,0,0
3230.53,2,18.0,1,5,0,102,9,3,0
511.93,4,17.0,0,6,2,106,12,2,0
4304.21,1,10.0,2,0,3,90,13,3,0
3697.68,3,8.0,0,6,4,105,3,0,0
2524.1000000000004,4,13.0,2,5,1,54,14,1,0
3149.3,2,11.0,1,0,1,76,4,3,0
941.33,3,19.0,2,3,3,53,13,1,1
4927.19,0,12.0,2,7,0,7,8,0,0
3981.56,2,12.0,1,6,1,7,8,3,0
3945.76,4,5.0,2,3,2,21,14,0,0
771.13,3,9.0,0,4,3,47,10,3,0
93.58,4,21.0,0,6,2,109,13,0,0
2928.93,3,0.0,2,0,2,42,5,4,0
724.88,3,10.0,0,4,0,24,11,1,0
3903.27,0,19.0,2,6,4,92,4,1,0
2083.3,0,20.0,1,2,2,53,5,3,0
1696.28,3,17.0,0,6,3,101,9,3,0
372.88,0,5.0,2,1,4,64,13,4,0
4980.35,0,15.0,0,4,4,29,14,3,0
4780.27,2,12.0,0,7,1,82,11,1,1
662.33,0,16.0,3,1,1,58,14,0,0
1667.39,2,15.0,1,3,3,73,10,3,0
1956.98,1,19.0,2,0,4,21,11,1,0
1487.52,2,21.0,1,0,1,59,14,0,0
4672.67,2,23.0,2,4,2,57,1,0,0
3608.1,3,5.0,0,0,2,29,4,0,0
4779.8,1,22.0,0,1,3,102,3,3,0
4373.15,1,18.0,1,6,2,50,7,0,0
3773.93,4,16.0,0,3,2,80,9,0,0
3486.35,1,8.0,3,6,2,90,5,1,0
4331.48,4,13.0,0,0,3,28,11,4,0
3422.33,4,18.0,1,1,3,96,4,3,0
2524.1000000000004,2,1.0,0,0,4,5,1,4,0
3242.39,2,2.0,2,5,4,12,7,4,1
2577.43,3,5.0,0,6,0,51,3,4,0
4909.56,3,16.0,0,7,1,4,13,1,0
2552.28,0,18.0,2,0,4,31,6,4,0
197.08,4,3.0,2,2,3,94,13,3,0
1324.63,0,21.0,0,1,3,74,11,4,0
4587.32,3,12.0,2,1,2,69,3,0,0
4811.97,1,8.0,0,4,2,97,11,1,0
3643.85,0,3.0,1,7,4,88,12,1,0
289.04,3,23.0,0,2,0,55,14,1,0
122.59,2,23.0,0,6,0,44,2,0,0
2400.58,4,14.0,2,5,2,2,1,1,0
4998.36,0,22.0,2,0,3,7,9,0,0
4347.14,3,8.0,0,0,1,71,2,0,0
4665.87,0,19.0,2,2,1,54,4,0,0
3119.59,0,17.0,1,3,1,89,9,4,0
4296.33,3,6.0,0,3,2,13,4,3,0
1601.89,3,3.0,3,2,2,116,13,4,0
141.68,4,4.0,2,0,4,83,9,1,0
4591.66,0,1.0,2,0,4,30,8,3,0
1096.06,1,8.0,1,2,3,71,11,0,0
3643.79,0,16.0,1,1,0,114,7,4,1
3296.54,2,19.0,0,6,4,69,3,4,0
795.03,3,4.0,1,2,3,112,9,3,0
982.92,2,10.0,1,2,2,98,8,3,0
1648.72,2,19.0,1,1,2,28,13,1,0
3785.87,0,21.0,1,2,2,87,2,4,0
201.03,0,17.0,1,0,2,16,11,0,0
2038.31,0,15.0,2,7,0,4,11,0,0
3327.24,0,5.0,1,3,3,76,3,4,0
861.5,4,7.0,1,5,1,102,12,1,0
601.49,2,11.0,0,0,4,78,9,4,0
1954.11,1,19.0,1,2,3,112,13,4,0
1436.36,4,7.0,0,1,2,102,7,4,0
3247.23,2,7.0,1,3,1,3,6,4,0
4847.99,3,12.0,2,6,0,82,1,3,0
27.32,0,23.0,0,3,0,82,13,4,0
4512.39,0,1.0,0,7,4,10,9,4,0
2168.95,0,7.0,1,7,4,57,14,4,0
3321.72,2,15.0,2,7,2,16,8,2,0
4255.88,3,20.0,1,2,1,41,9,4,0
2869.43,3,19.0,2,7,2,108,9,4,1
491.07,4,22.0,2,7,2,102,6,1,0
707.27,4,21.0,0,4,0,112,13,1,0
3947.45,2,20.0,2,7,2,54,8,1,0
1149.35,4,10.0,2,3,3,72,7,4,0
2847.34,4,20.0,0,0,0,115,10,1,0
2143.26,0,12.0,0,1,2,73,1,1,0
1521.68,4,23.0,0,6,0,100,10,0,0
2524.1000000000004,4,16.0,1,3,3,61,14,1,0
3657.43,4,4.0,0,4,1,92,7,4,0
3232.31,2,10.0,2,1,3,53,3,4,0
1866.49,4,7.0,0,6,4,26,12,4,0
1136.22,1,5.0,2,4,3,20,9,4,0
2581.9,1,8.0,0,3,3,92,3,1,1
4086.43,4,6.0,1,0,4,56,9,0,0
2880.45,1,5.0,0,4,1,36,11,4,0
4850.85,0,5.0,0,0,2,13,13,3,0
82.11,2,19.0,1,5,2,87,1,1,0
4991.74,4,14.0,2,2,4,72,5,4,0
2524.1000000000004,1,23.0,1,0,2,29,8,3,0
4164.21,0,7.0,1,6,0,13,7,3,0
2524.1000000000004,0,1.0,1,2,0,76,4,1,0
2544.16,4,2.0,1,6,1,56,6,1,0
3985.96,0,20.0,0,5,3,113,9,0,0
3804.44,0,11.0,2,0,1,116,9,4,0
1673.5,4,17.0,0,4,4,47,5,0,0
1625.43,1,8.0,2,7,0,14,3,1,0
3315.74,3,18.0,0,0,1,74,9,0,0
4668.63,2,9.0,0,5,3,18,9,1,0
2196.74,4,19.0,1,7,3,85,1,3,1
1767.94,1,1.0,1,1,2,23,8,3,0
4473.96,0,22.0,0,0,1,66,2,3,0
3416.87,3,5.0,1,7,1,22,14,4,0
1944.44,0,18.0,0,5,3,113,1,4,0
291.09,3,15.0,0,3,1,27,7,1,0
3608.84,3,14.0,2,1,3,118,10,0,0
1767.67,1,18.0,0,7,1,47,4,0,0
357.48,4,17.0,2,5,2,25,2,3,0
3063.38,1,19.0,0,5,2,11,4,4,0
1618.42,4,9.0,1,7,2,30,9,1,0
1695.59,1,21.0,2,6,4,90,14,4,0
2398.45,3,12.0,0,5,3,84,12,3,0
3588.79,1,5.0,0,6,4,20,1,4,0
1385.27,2,4.0,2,4,2,116,2,0,0
409.32,4,12.0,2,3,4,7,10,4,0
2125.01,4,15.0,0,7,0,64,12,3,0
279.35,1,8.0,2,0,3,88,9,4,0
3487.86,3,10.0,0,5,4,48,1,0,0
4796.42,3,4.0,2,6,2,70,13,3,0
3295.5,0,17.0,2,4,0,100,12,0,0
1380.58,1,18.0,0,2,1,96,14,1,0
912.6,0,22.0,1,3,3,22,8,3,0
1167.75,3,11.0,1,4,1,59,5,4,0
1111.94,0,1.0,1,3,4,23,8,3,0
1572.58,4,0.0,0,4,2,58,8,1,0
491.25,4,16.0,0,0,4,93,11,4,0
4479.12,2,23.0,0,6,3,43,14,0,0
4426.18,4,4.0,0,6,4,29,7,4,0
3078.11,2,3.0,2,1,4,71,3,0,0
314.29,3,12.0,2,7,3,77,2,4,0
4020.98,2,19.0,0,7,1,7,6,4,0
313.63,1,18.0,0,5,1,117,3,1,0
536.57,1,13.0,1,3,4,53,4,0,0
1629.86,4,13.0,0,1,1,116,3,0,0
2160.19,2,12.0,1,0,4,95,12,4,0
1772.68,1,7.0,2,5,0,25,11,4,0
830.32,2,22.0,2,0,4,36,10,2,0
565.09,3,15.0,0,1,2,1,11,4,0
4297.78,0,21.0,2,0,1,100,6,0,1
1819.09,1,8.0,1,2,4,66,8,0,0
1096.9,2,16.0,0,0,4,7,12,3,0
2437.52,1,16.0,2,1,2,81,10,1,0
188.93,1,22.0,2,0,1,100,10,2,0
3003.4,3,23.0,1,6,1,52,3,3,0
1246.21,1,9.0,0,7,1,39,10,4,0
2992.99,0,2.0,0,4,1,116,14,0,0
3072.56,1,14.0,0,6,1,103,2,0,0
4047.07,3,12.0,1,0,1,81,3,0,0
2524.1000000000004,4,1.0,1,1,0,75,4,2,0
2320.01,3,4.0,1,0,1,75,8,1,0
4809.63,3,9.0,2,4,1,93,1,3,0
3636.99,2,12.0,1,5,1,105,9,1,0
4876.84,2,12.0,2,3,0,86,11,0,0
4637.19,4,3.0,1,0,4,100,10,0,0
3055.69,0,19.0,0,1,3,94,12,3,0
1323.33,1,17.0,2,3,2,83,13,1,0
3785.84,3,15.0,0,7,2,39,8,3,0
3492.11,4,0.0,2,7,4,33,1,1,0
2946.51,0,10.0,1,3,1,88,4,1,0
3490.66,1,0.0,2,6,3,56,5,1,0
3069.86,2,14.0,0,5,1,57,12,3,0
2599.3,4,10.0,1,2,4,66,9,1,0
2082.7,3,17.0,2,6,0,22,8,1,0
228.32,4,15.0,2,0,0,82,8,4,0
4329.11,1,20.0,2,6,2,78,2,4,0
4328.38,3,10.0,0,2,0,3,12,1,0
2972.27,3,1.0,1,7,2,89,9,3,0
1343.08,0,11.0,2,3,3,110,7,1,0
145.51,3,12.0,2,4,1,98,10,3,0
12.14,1,0.0,0,5,0,108,3,3,0
369.17,1,18.0,0,4,1,111,1,1,0
1802.63,1,11.0,1,2,3,29,10,4,0
946.04,3,5.0,0,0,0,18,3,1,0
1328.97,2,7.0,0,4,0,20,6,1,0
2524.1000000000004,4,4.0,1,0,4,24,10,4,0
4795.95,1,15.0,1,3,1,109,8,1,0
1037.85,0,18.0,0,5,1,60,10,1,0
2330.89,0,22.0,0,6,2,32,7,4,0
2524.1000000000004,3,20.0,1,4,2,86,6,1,0
4658.71,3,5.0,0,4,0,115,11,0,0
1764.82,0,18.0,1,5,0,78,2,3,0
1601.85,3,7.0,2,4,4,97,1,2,0
1214.64,0,14.0,1,6,3,25,5,3,0
781.24,4,22.0,1,0,1,55,8,1,0
2302.96,2,2.0,0,0,4,50,12,1,0
1708.9,1,2.0,1,7,2,97,9,1,1
2524.1000000000004,4,7.0,0,0,4,59,8,4,0
1188.15,3,11.0,0,3,4,13,6,4,0
2524.1000000000004,4,18.0,2,0,0,68,6,3,0
1444.29,2,9.0,2,1,4,36,14,0,0
2965.68,0,18.0,2,2,4,77,10,0,0
3193.96,0,17.0,0,2,2,61,10,0,0
2524.1000000000004,0,12.0,2,0,4,106,14,1,0
880.82,3,13.0,1,2,3,84,8,3,0
1417.14,2,14.0,0,5,0,47,1,4,0
1234.35,2,10.0,0,0,2,5,12,1,0
2882.92,3,17.0,2,3,2,117,13,1,0
383.35,1,15.0,1,1,3,10,9,3,0
2593.69,0,11.0,1,3,0,87,7,1,0
441.9,4,17.0,2,6,0,97,4,0,0
1688.59,4,6.0,2,7,0,23,10,4,0
3435.1,4,14.0,2,1,2,41,5,4,1
2065.76,1,16.0,2,5,2,68,2,3,0
1405.31,3,18.0,2,7,2,69,3,1,0
3081.21,3,23.0,0,0,1,63,5,4,0
3702.64,0,11.0,2,3,2,58,10,3,0
1276.65,1,10.0,2,4,4,32,5,4,0
1500.5,4,9.0,0,0,3,55,3,0,0
3203.27,3,15.0,0,0,4,60,14,4,0
4826.29,1,17.0,2,6,1,39,5,0,0
1073.29,2,20.0,0,0,1,35,14,0,0
3272.97,1,9.0,2,4,1,97,2,1,0
4533.42,0,13.0,0,4,0,104,13,1,0
2312.52,4,15.0,2,3,4,49,9,4,0
1587.64,3,18.0,1,1,3,95,3,4,0
3336.02,3,14.0,0,0,1,22,13,1,0
162.0,2,15.0,0,1,2,11,10,3,0
1804.0,2,12.0,1,1,4,74,7,0,0
1293.58,2,15.0,1,2,2,107,6,4,0
1126.99,0,4.0,2,2,3,18,5,3,0
902.9,4,18.0,1,6,0,88,7,1,1
3686.63,2,12.0,3,2,1,119,5,2,0
4775.72,4,5.0,0,7,2,8,6,1,0
1926.93,4,19.0,2,0,1,68,7,3,0
250.27,2,4.0,1,1,0,7,6,0,0
3595.96,4,11.0,0,4,1,83,8,4,0
2693.33,3,17.0,2,6,4,96,12,1,0
3619.6,4,12.0,1,0,3,90,3,3,0
3241.28,4,17.0,2,6,3,6,4,1,0
4527.65,3,5.0,0,5,4,59,9,3,0
706.5,3,1.0,1,5,0,84,5,3,0
849.96,1,8.0,2,6,3,25,4,3,0
1711.14,1,11.0,2,5,3,7,11,0,0
2459.49,2,4.0,0,3,0,112,13,3,0
4628.94,0,22.0,0,2,2,78,11,1,0
4535.29,4,6.0,0,2,2,111,3,1,0
4360.0,4,16.0,0,2,4,6,11,0,0
2524.1000000000004,0,1.0,0,0,1,33,1,4,0
49997.8,2,5.0,0,2,2,117,8,0,1
1920.54,4,7.0,1,2,3,57,7,4,0
4656.26,1,16.0,0,5,1,1,10,2,0
1076.61,4,16.0,1,3,2,4,14,1,0
710.58,3,5.0,0,5,0,2,8,3,0
4212.71,4,10.0,1,7,1,59,12,1,0
3585.95,4,20.0,1,2,3,102,14,1,0
4108.0,3,9.0,1,6,3,42,11,4,0
793.93,1,4.0,0,2,2,45,13,0,0
4424.54,3,15.0,0,0,3,78,11,4,0
3389.71,0,21.0,2,6,1,95,7,4,0
3259.55,1,0.0,2,7,2,51,10,1,0
2915.01,4,8.0,1,3,1,110,6,4,0
3825.56,3,3.0,0,6,3,91,6,0,1
2080.96,3,22.0,2,2,4,108,4,1,0
668.44,1,14.0,0,5,2,68,5,1,0
2698.63,3,20.0,0,6,1,98,10,1,0
3741.77,0,2.0,2,0,1,23,8,4,0
772.47,2,10.0,1,7,1,66,13,1,0
1123.98,4,12.0,0,4,1,28,13,3,0
3484.25,0,16.0,0,2,0,30,4,1,0
2524.1000000000004,3,22.0,0,3,1,62,14,0,0
853.85,2,3.0,0,7,2,25,4,2,0
4447.51,4,12.0,1,6,3,76,3,4,0
808.67,0,16.0,2,1,1,73,8,3,0
1724.02,1,6.0,2,3,0,35,2,3,1
2145.01,4,1.0,1,3,4,50,12,0,0
2383.32,1,10.0,0,1,1,101,10,3,0
1809.74,4,11.0,2,3,3,20,14,4,0
4563.13,3,3.0,2,2,2,36,12,4,0
3294.83,0,20.0,3,1,4,50,2,1,0
1800.68,4,5.0,0,1,4,27,4,0,0
1791.81,1,4.0,2,3,0,31,14,4,0
2517.25,4,1.0,0,5,0,25,13,4,0
173.15,4,2.0,2,7,1,7,1,3,0
4633.58,4,2.0,3,7,2,58,3,0,0
1120.43,3,13.0,1,6,1,72,12,0,0
2524.1000000000004,0,21.0,1,3,4,117,8,4,0
3889.73,2,8.0,2,7,0,68,10,4,0
2524.1000000000004,4,22.0,0,4,0,60,8,0,0
832.38,4,0.0,0,6,1,70,12,3,0
2685.78,3,12.0,0,2,0,8,14,4,0
422.95,1,17.0,0,7,0,91,5,3,0
4024.94,2,20.0,0,4,2,1,2,0,0
2434.83,2,5.0,0,0,2,30,2,1,0
796.65,2,17.0,2,7,0,92,4,0,0
3594.8,3,17.0,1,2,1,34,12,3,0
1659.19,2,20.0,1,0,2,61,9,4,0
576.96,1,11.0,1,1,4,13,6,0,0
2308.06,0,11.0,0,7,4,66,13,4,0
1180.06,2,19.0,1,1,2,109,11,0,0
4751.36,4,2.0,3,6,3,26,4,4,0
1810.0,1,1.0,2,6,1,50,11,4,0
2864.4,1,14.0,1,5,0,6,14,0,0
4742.06,2,20.0,0,4,2,3,4,2,0
1971.64,4,20.0,0,7,3,49,3,1,0
1793.84,1,0.0,1,1,1,15,8,0,0
816.22,3,14.0,1,4,0,45,1,2,0
4691.83,2,4.0,1,1,1,21,13,0,0
4004.72,4,22.0,0,4,1,50,14,0,0
1108.95,0,19.0,0,5,4,23,10,1,0
1666.71,1,13.0,2,6,0,48,14,0,0
4574.98,0,5.0,0,4,2,29,2,4,0
2688.71,4,1.0,2,1,1,55,3,3,1
2783.89,3,3.0,1,5,0,94,7,3,0
3242.48,4,1.0,0,1,4,117,12,0,0
2524.1000000000004,0,0.0,2,1,1,48,13,4,0
4696.73,4,14.0,2,7,0,89,14,4,0
4012.11,4,2.0,1,6,3,45,8,3,0
4673.07,1,6.0,0,3,3,77,11,4,0
4103.95,4,8.0,0,7,0,19,5,4,0
236.94,3,19.0,0,5,4,2,6,4,0
592.09,1,7.0,2,0,0,98,8,3,0
4425.04,3,16.0,0,6,1,30,12,3,0
2524.1000000000004,0,8.0,1,6,2,99,7,0,0
3971.9,4,21.0,0,4,0,75,9,0,0
4249.97,2,19.0,0,3,1,4,3,4,0
2080.25,4,13.0,1,7,3,111,11,0,0
1777.5,2,13.0,1,0,0,86,5,3,0
976.05,1,10.0,1,6,0,58,1,1,0
249.35,0,2.0,2,1,3,22,3,3,0
3728.19,2,9.0,0,7,1,96,5,1,0
373.27,4,2.0,0,2,2,32,12,3,0
4723.62,4,23.0,1,2,3,20,11,3,0
